gene_id,genome_loc
ENSMUSG00000104025,118
ENSMUSG00000025916,119
ENSMUSG00000087199,120
ENSMUSG00000095780,121
ENSMUSG00000025917,122
ENSMUSG00000056763,123
ENSMUSG00000102356,124
ENSMUSG00000102638,125
ENSMUSG00000067851,126
ENSMUSG00000088153,127
ENSMUSG00000102556,128
ENSMUSG00000042501,129
ENSMUSG00000103810,130
ENSMUSG00000083422,131
ENSMUSG00000094979,132
ENSMUSG00000081417,133
ENSMUSG00000103448,134
ENSMUSG00000100212,135
ENSMUSG00000100648,136
ENSMUSG00000088585,137
ENSMUSG00000048960,138
ENSMUSG00000077318,139
ENSMUSG00000101827,140
ENSMUSG00000103494,141
ENSMUSG00000057715,142
ENSMUSG00000103825,143
ENSMUSG00000099845,144
ENSMUSG00000103561,145
ENSMUSG00000101610,146
ENSMUSG00000093864,147
ENSMUSG00000098555,148
ENSMUSG00000097628,149
ENSMUSG00000098163,150
ENSMUSG00000097171,151
ENSMUSG00000101314,152
ENSMUSG00000016918,153
ENSMUSG00000025938,154
ENSMUSG00000104518,155
ENSMUSG00000069620,156
ENSMUSG00000099498,157
ENSMUSG00000042414,158
ENSMUSG00000005886,159
ENSMUSG00000103506,160
ENSMUSG00000103495,161
ENSMUSG00000099183,162
ENSMUSG00000102639,163
ENSMUSG00000104170,164
ENSMUSG00000087782,165
ENSMUSG00000103085,166
ENSMUSG00000102664,167
ENSMUSG00000101476,168
ENSMUSG00000101171,169
ENSMUSG00000025935,170
ENSMUSG00000025937,171
ENSMUSG00000102982,172
ENSMUSG00000067813,173
ENSMUSG00000077368,174
ENSMUSG00000097711,175
ENSMUSG00000102166,176
ENSMUSG00000089358,177
ENSMUSG00000104209,178
ENSMUSG00000025932,179
ENSMUSG00000095853,180
ENSMUSG00000102588,181
ENSMUSG00000054493,182
ENSMUSG00000025930,183
ENSMUSG00000103492,184
ENSMUSG00000081201,185
ENSMUSG00000082193,186
ENSMUSG00000032769,187
ENSMUSG00000088159,188
ENSMUSG00000073737,189
ENSMUSG00000092083,190
ENSMUSG00000102937,191
ENSMUSG00000104149,192
ENSMUSG00000088829,193
ENSMUSG00000077377,194
ENSMUSG00000101652,195
ENSMUSG00000100814,196
ENSMUSG00000025925,197
ENSMUSG00000104379,198
ENSMUSG00000032719,199
ENSMUSG00000088943,200
ENSMUSG00000100652,201
ENSMUSG00000067795,202
ENSMUSG00000043716,203
ENSMUSG00000025921,204
ENSMUSG00000104165,205
ENSMUSG00000100868,206
ENSMUSG00000025920,207
ENSMUSG00000089982,208
ENSMUSG00000025939,209
ENSMUSG00000102457,210
ENSMUSG00000079658,211
ENSMUSG00000097744,212
ENSMUSG00000100959,213
ENSMUSG00000025940,214
ENSMUSG00000025779,215
ENSMUSG00000100093,216
ENSMUSG00000091020,217
ENSMUSG00000101640,218
ENSMUSG00000104133,219
ENSMUSG00000042686,220
ENSMUSG00000100110,221
ENSMUSG00000025777,222
ENSMUSG00000099899,223
ENSMUSG00000100272,224
ENSMUSG00000100398,225
ENSMUSG00000101589,226
ENSMUSG00000102048,227
ENSMUSG00000089534,228
ENSMUSG00000067780,229
ENSMUSG00000100053,230
ENSMUSG00000085125,231
ENSMUSG00000025776,232
ENSMUSG00000099895,233
ENSMUSG00000100554,234
ENSMUSG00000099473,235
ENSMUSG00000099591,236
ENSMUSG00000102001,237
ENSMUSG00000101717,238
ENSMUSG00000025774,239
ENSMUSG00000070977,240
ENSMUSG00000073735,241
ENSMUSG00000067773,242
ENSMUSG00000101685,243
ENSMUSG00000101738,244
ENSMUSG00000101306,245
ENSMUSG00000088800,246
ENSMUSG00000101644,247
ENSMUSG00000099433,248
ENSMUSG00000089787,249
ENSMUSG00000042596,250
ENSMUSG00000100720,251
ENSMUSG00000025927,252
ENSMUSG00000100538,253
ENSMUSG00000101117,254
ENSMUSG00000100204,255
ENSMUSG00000084668,256
ENSMUSG00000102597,257
ENSMUSG00000077860,258
ENSMUSG00000043760,259
ENSMUSG00000104095,260
ENSMUSG00000089914,261
ENSMUSG00000090142,262
ENSMUSG00000070175,263
ENSMUSG00000065559,264
ENSMUSG00000099906,265
ENSMUSG00000065480,266
ENSMUSG00000025929,267
ENSMUSG00000041872,268
ENSMUSG00000041859,269
ENSMUSG00000099714,270
ENSMUSG00000102121,271
ENSMUSG00000088858,272
ENSMUSG00000097934,273
ENSMUSG00000025931,274
ENSMUSG00000077314,275
ENSMUSG00000100929,276
ENSMUSG00000041809,277
ENSMUSG00000041779,278
ENSMUSG00000099971,279
ENSMUSG00000100819,280
ENSMUSG00000025933,281
ENSMUSG00000102633,282
ENSMUSG00000025934,283
ENSMUSG00000099343,284
ENSMUSG00000096375,285
ENSMUSG00000025936,286
ENSMUSG00000093963,287
ENSMUSG00000067750,288
ENSMUSG00000086194,289
ENSMUSG00000094436,290
ENSMUSG00000041722,291
ENSMUSG00000085507,292
ENSMUSG00000094926,293
ENSMUSG00000085079,294
ENSMUSG00000085679,295
ENSMUSG00000028033,296
ENSMUSG00000104138,297
ENSMUSG00000082935,298
ENSMUSG00000103748,299
ENSMUSG00000097109,300
ENSMUSG00000099692,301
ENSMUSG00000100418,302
ENSMUSG00000041670,303
ENSMUSG00000097642,304
ENSMUSG00000101468,305
ENSMUSG00000101227,306
ENSMUSG00000073730,307
ENSMUSG00000089553,308
ENSMUSG00000102766,309
ENSMUSG00000065405,310
ENSMUSG00000097970,311
ENSMUSG00000065567,312
ENSMUSG00000100775,313
ENSMUSG00000101226,314
ENSMUSG00000026158,315
ENSMUSG00000097920,316
ENSMUSG00000099503,317
ENSMUSG00000026156,318
ENSMUSG00000026155,319
ENSMUSG00000026154,320
ENSMUSG00000102495,321
ENSMUSG00000026153,322
ENSMUSG00000102398,323
ENSMUSG00000097670,324
ENSMUSG00000026147,325
ENSMUSG00000026141,326
ENSMUSG00000077463,327
ENSMUSG00000099997,328
ENSMUSG00000100131,329
ENSMUSG00000067736,330
ENSMUSG00000101939,331
ENSMUSG00000101111,332
ENSMUSG00000100862,333
ENSMUSG00000102070,334
ENSMUSG00000101249,335
ENSMUSG00000073725,336
ENSMUSG00000100808,337
ENSMUSG00000100483,338
ENSMUSG00000100450,339
ENSMUSG00000099392,340
ENSMUSG00000033569,341
ENSMUSG00000080849,342
ENSMUSG00000104257,343
ENSMUSG00000096866,344
ENSMUSG00000102296,345
ENSMUSG00000103209,346
ENSMUSG00000104027,347
ENSMUSG00000102407,348
ENSMUSG00000103214,349
ENSMUSG00000104100,350
ENSMUSG00000084740,351
ENSMUSG00000103889,352
ENSMUSG00000101301,353
ENSMUSG00000104221,354
ENSMUSG00000102250,355
ENSMUSG00000102317,356
ENSMUSG00000103563,357
ENSMUSG00000102465,358
ENSMUSG00000102659,359
ENSMUSG00000103924,360
ENSMUSG00000104132,361
ENSMUSG00000102747,362
ENSMUSG00000102386,363
ENSMUSG00000103004,364
ENSMUSG00000104516,365
ENSMUSG00000101618,366
ENSMUSG00000099458,367
ENSMUSG00000101524,368
ENSMUSG00000088111,369
ENSMUSG00000073722,370
ENSMUSG00000095256,371
ENSMUSG00000100310,372
ENSMUSG00000101514,373
ENSMUSG00000101033,374
ENSMUSG00000101372,375
ENSMUSG00000103241,376
ENSMUSG00000086240,377
ENSMUSG00000048411,378
ENSMUSG00000081557,379
ENSMUSG00000058590,380
ENSMUSG00000101235,381
ENSMUSG00000064433,382
ENSMUSG00000080625,383
ENSMUSG00000080391,384
ENSMUSG00000099257,385
ENSMUSG00000099492,386
ENSMUSG00000101726,387
ENSMUSG00000096829,388
ENSMUSG00000098883,389
ENSMUSG00000053185,390
ENSMUSG00000100261,391
ENSMUSG00000101180,392
ENSMUSG00000048874,393
ENSMUSG00000103783,394
ENSMUSG00000104315,395
ENSMUSG00000026064,396
ENSMUSG00000086151,397
ENSMUSG00000086726,398
ENSMUSG00000087346,399
ENSMUSG00000100371,400
ENSMUSG00000100237,401
ENSMUSG00000098529,402
ENSMUSG00000086727,403
ENSMUSG00000100910,404
ENSMUSG00000099796,405
ENSMUSG00000050217,406
ENSMUSG00000026063,407
ENSMUSG00000077664,408
ENSMUSG00000100205,409
ENSMUSG00000100592,410
ENSMUSG00000094215,411
ENSMUSG00000101093,412
ENSMUSG00000070960,413
ENSMUSG00000088620,414
ENSMUSG00000082159,415
ENSMUSG00000026058,416
ENSMUSG00000064688,417
ENSMUSG00000103482,418
ENSMUSG00000104498,419
ENSMUSG00000104313,420
ENSMUSG00000102865,421
ENSMUSG00000102321,422
ENSMUSG00000091318,423
ENSMUSG00000089489,424
ENSMUSG00000104433,425
ENSMUSG00000089395,426
ENSMUSG00000102926,427
ENSMUSG00000100497,428
ENSMUSG00000102917,429
ENSMUSG00000100481,430
ENSMUSG00000100590,431
ENSMUSG00000088750,432
ENSMUSG00000104230,433
ENSMUSG00000101754,434
ENSMUSG00000065223,435
ENSMUSG00000100318,436
ENSMUSG00000101612,437
ENSMUSG00000065260,438
ENSMUSG00000026134,439
ENSMUSG00000101682,440
ENSMUSG00000102714,441
ENSMUSG00000102093,442
ENSMUSG00000103746,443
ENSMUSG00000102198,444
ENSMUSG00000004768,445
ENSMUSG00000042215,446
ENSMUSG00000103072,447
ENSMUSG00000042197,448
ENSMUSG00000081402,449
ENSMUSG00000042182,450
ENSMUSG00000104416,451
ENSMUSG00000026131,452
ENSMUSG00000103888,453
ENSMUSG00000103596,454
ENSMUSG00000099382,455
ENSMUSG00000084506,456
ENSMUSG00000103364,457
ENSMUSG00000103405,458
ENSMUSG00000096992,459
ENSMUSG00000104475,460
ENSMUSG00000103001,461
ENSMUSG00000104397,462
ENSMUSG00000102839,463
ENSMUSG00000101206,464
ENSMUSG00000101462,465
ENSMUSG00000102336,466
ENSMUSG00000092852,467
ENSMUSG00000042111,468
ENSMUSG00000101711,469
ENSMUSG00000026127,470
ENSMUSG00000026126,471
ENSMUSG00000100280,472
ENSMUSG00000101223,473
ENSMUSG00000026125,474
ENSMUSG00000101116,475
ENSMUSG00000026124,476
ENSMUSG00000101803,477
ENSMUSG00000037529,478
ENSMUSG00000045815,479
ENSMUSG00000045174,480
ENSMUSG00000100524,481
ENSMUSG00000102499,482
ENSMUSG00000103521,483
ENSMUSG00000104098,484
ENSMUSG00000037509,485
ENSMUSG00000104492,486
ENSMUSG00000102537,487
ENSMUSG00000102612,488
ENSMUSG00000104002,489
ENSMUSG00000037503,490
ENSMUSG00000104358,491
ENSMUSG00000026123,492
ENSMUSG00000103716,493
ENSMUSG00000103548,494
ENSMUSG00000103760,495
ENSMUSG00000103997,496
ENSMUSG00000077231,497
ENSMUSG00000104417,498
ENSMUSG00000064601,499
ENSMUSG00000101714,500
ENSMUSG00000102531,501
ENSMUSG00000103096,502
ENSMUSG00000102279,503
ENSMUSG00000103708,504
ENSMUSG00000104201,505
ENSMUSG00000102434,506
ENSMUSG00000045216,507
ENSMUSG00000104523,508
ENSMUSG00000102202,509
ENSMUSG00000037470,510
ENSMUSG00000098752,511
ENSMUSG00000047180,512
ENSMUSG00000037447,513
ENSMUSG00000102762,514
ENSMUSG00000010453,515
ENSMUSG00000098680,516
ENSMUSG00000037432,517
ENSMUSG00000001143,518
ENSMUSG00000037408,519
ENSMUSG00000104316,520
ENSMUSG00000001138,521
ENSMUSG00000102845,522
ENSMUSG00000067653,523
ENSMUSG00000103661,524
ENSMUSG00000079610,525
ENSMUSG00000026121,526
ENSMUSG00000087589,527
ENSMUSG00000046337,528
ENSMUSG00000089906,529
ENSMUSG00000077939,530
ENSMUSG00000061518,531
ENSMUSG00000037351,532
ENSMUSG00000102416,533
ENSMUSG00000104237,534
ENSMUSG00000026117,535
ENSMUSG00000097291,536
ENSMUSG00000026116,537
ENSMUSG00000103016,538
ENSMUSG00000102930,539
ENSMUSG00000103159,540
ENSMUSG00000080054,541
ENSMUSG00000095944,542
ENSMUSG00000050122,543
ENSMUSG00000103603,544
ENSMUSG00000026114,545
ENSMUSG00000102231,546
ENSMUSG00000026113,547
ENSMUSG00000086064,548
ENSMUSG00000102879,549
ENSMUSG00000026112,550
ENSMUSG00000026111,551
ENSMUSG00000026110,552
ENSMUSG00000103948,553
ENSMUSG00000087233,554
ENSMUSG00000026090,555
ENSMUSG00000089767,556
ENSMUSG00000104365,557
ENSMUSG00000102650,558
ENSMUSG00000060771,559
ENSMUSG00000097268,560
ENSMUSG00000037216,561
ENSMUSG00000026088,562
ENSMUSG00000026087,563
ENSMUSG00000061584,564
ENSMUSG00000087374,565
ENSMUSG00000026085,566
ENSMUSG00000089141,567
ENSMUSG00000058407,568
ENSMUSG00000026083,569
ENSMUSG00000026082,570
ENSMUSG00000103804,571
ENSMUSG00000102716,572
ENSMUSG00000037138,573
ENSMUSG00000085391,574
ENSMUSG00000085280,575
ENSMUSG00000087131,576
ENSMUSG00000102984,577
ENSMUSG00000102541,578
ENSMUSG00000103531,579
ENSMUSG00000048814,580
ENSMUSG00000026080,581
ENSMUSG00000103647,582
ENSMUSG00000102447,583
ENSMUSG00000067604,584
ENSMUSG00000026078,585
ENSMUSG00000103046,586
ENSMUSG00000104188,587
ENSMUSG00000103182,588
ENSMUSG00000098833,589
ENSMUSG00000026077,590
ENSMUSG00000092553,591
ENSMUSG00000092563,592
ENSMUSG00000073702,593
ENSMUSG00000003134,594
ENSMUSG00000102607,595
ENSMUSG00000065629,596
ENSMUSG00000003135,597
ENSMUSG00000085894,598
ENSMUSG00000077704,599
ENSMUSG00000048234,600
ENSMUSG00000064936,601
ENSMUSG00000102471,602
ENSMUSG00000050967,603
ENSMUSG00000097083,604
ENSMUSG00000057173,605
ENSMUSG00000091937,606
ENSMUSG00000101634,607
ENSMUSG00000026074,608
ENSMUSG00000102985,609
ENSMUSG00000026073,610
ENSMUSG00000097899,611
ENSMUSG00000102975,612
ENSMUSG00000101749,613
ENSMUSG00000026072,614
ENSMUSG00000103560,615
ENSMUSG00000070942,616
ENSMUSG00000103230,617
ENSMUSG00000026069,618
ENSMUSG00000026070,619
ENSMUSG00000026068,620
ENSMUSG00000104441,621
ENSMUSG00000026065,622
ENSMUSG00000102676,623
ENSMUSG00000026062,624
ENSMUSG00000103679,625
ENSMUSG00000103270,626
ENSMUSG00000041945,627
ENSMUSG00000079588,628
ENSMUSG00000094136,629
ENSMUSG00000104072,630
ENSMUSG00000100185,631
ENSMUSG00000100832,632
ENSMUSG00000100178,633
ENSMUSG00000101877,634
ENSMUSG00000053640,635
ENSMUSG00000101919,636
ENSMUSG00000101299,637
ENSMUSG00000100180,638
ENSMUSG00000103106,639
ENSMUSG00000060424,640
ENSMUSG00000104199,641
ENSMUSG00000093436,642
ENSMUSG00000045515,643
ENSMUSG00000097063,644
ENSMUSG00000099784,645
ENSMUSG00000060679,646
ENSMUSG00000077448,647
ENSMUSG00000041907,648
ENSMUSG00000089088,649
ENSMUSG00000070939,650
ENSMUSG00000100269,651
ENSMUSG00000041878,652
ENSMUSG00000010290,653
ENSMUSG00000008136,654
ENSMUSG00000094497,655
ENSMUSG00000099576,656
ENSMUSG00000099694,657
ENSMUSG00000101923,658
ENSMUSG00000066877,659
ENSMUSG00000103422,660
ENSMUSG00000103945,661
ENSMUSG00000026051,662
ENSMUSG00000100764,663
ENSMUSG00000100635,664
ENSMUSG00000100480,665
ENSMUSG00000057363,666
ENSMUSG00000090243,667
ENSMUSG00000100701,668
ENSMUSG00000101395,669
ENSMUSG00000088848,670
ENSMUSG00000095757,671
ENSMUSG00000041763,672
ENSMUSG00000047343,673
ENSMUSG00000090106,674
ENSMUSG00000091844,675
ENSMUSG00000026049,676
ENSMUSG00000101104,677
ENSMUSG00000026047,678
ENSMUSG00000041684,679
ENSMUSG00000026048,680
ENSMUSG00000046828,681
ENSMUSG00000089703,682
ENSMUSG00000100966,683
ENSMUSG00000100769,684
ENSMUSG00000101567,685
ENSMUSG00000056870,686
ENSMUSG00000102319,687
ENSMUSG00000089877,688
ENSMUSG00000101701,689
ENSMUSG00000103071,690
ENSMUSG00000100434,691
ENSMUSG00000100013,692
ENSMUSG00000101251,693
ENSMUSG00000101937,694
ENSMUSG00000026043,695
ENSMUSG00000026042,696
ENSMUSG00000104476,697
ENSMUSG00000100218,698
ENSMUSG00000100361,699
ENSMUSG00000100894,700
ENSMUSG00000095121,701
ENSMUSG00000065255,702
ENSMUSG00000100843,703
ENSMUSG00000087764,704
ENSMUSG00000100482,705
ENSMUSG00000025995,706
ENSMUSG00000099850,707
ENSMUSG00000084817,708
ENSMUSG00000098549,709
ENSMUSG00000099381,710
ENSMUSG00000025993,711
ENSMUSG00000099946,712
ENSMUSG00000070896,713
ENSMUSG00000090682,714
ENSMUSG00000044457,715
ENSMUSG00000099432,716
ENSMUSG00000041144,717
ENSMUSG00000096047,718
ENSMUSG00000101262,719
ENSMUSG00000101337,720
ENSMUSG00000025986,721
ENSMUSG00000100213,722
ENSMUSG00000103129,723
ENSMUSG00000100160,724
ENSMUSG00000101921,725
ENSMUSG00000101447,726
ENSMUSG00000081185,727
ENSMUSG00000103246,728
ENSMUSG00000098876,729
ENSMUSG00000100530,730
ENSMUSG00000104067,731
ENSMUSG00000100033,732
ENSMUSG00000094968,733
ENSMUSG00000088017,734
ENSMUSG00000101996,735
ENSMUSG00000096973,736
ENSMUSG00000064943,737
ENSMUSG00000100866,738
ENSMUSG00000101721,739
ENSMUSG00000099376,740
ENSMUSG00000097883,741
ENSMUSG00000092790,742
ENSMUSG00000099698,743
ENSMUSG00000099454,744
ENSMUSG00000051616,745
ENSMUSG00000099627,746
ENSMUSG00000099577,747
ENSMUSG00000099882,748
ENSMUSG00000101760,749
ENSMUSG00000099608,750
ENSMUSG00000099864,751
ENSMUSG00000098249,752
ENSMUSG00000100451,753
ENSMUSG00000099941,754
ENSMUSG00000084531,755
ENSMUSG00000100816,756
ENSMUSG00000026109,757
ENSMUSG00000100671,758
ENSMUSG00000092906,759
ENSMUSG00000101242,760
ENSMUSG00000099924,761
ENSMUSG00000099625,762
ENSMUSG00000101799,763
ENSMUSG00000045954,764
ENSMUSG00000099741,765
ENSMUSG00000101702,766
ENSMUSG00000026107,767
ENSMUSG00000099413,768
ENSMUSG00000103424,769
ENSMUSG00000101741,770
ENSMUSG00000018417,771
ENSMUSG00000101724,772
ENSMUSG00000100313,773
ENSMUSG00000100696,774
ENSMUSG00000099135,775
ENSMUSG00000072324,776
ENSMUSG00000062939,777
ENSMUSG00000101628,778
ENSMUSG00000078291,779
ENSMUSG00000026104,780
ENSMUSG00000099569,781
ENSMUSG00000026103,782
ENSMUSG00000099648,783
ENSMUSG00000065192,784
ENSMUSG00000002881,785
ENSMUSG00000097833,786
ENSMUSG00000101501,787
ENSMUSG00000100120,788
ENSMUSG00000099878,789
ENSMUSG00000100007,790
ENSMUSG00000043015,791
ENSMUSG00000103630,792
ENSMUSG00000041439,793
ENSMUSG00000100302,794
ENSMUSG00000100230,795
ENSMUSG00000026102,796
ENSMUSG00000041426,797
ENSMUSG00000089802,798
ENSMUSG00000043629,799
ENSMUSG00000026100,800
ENSMUSG00000089334,801
ENSMUSG00000060715,802
ENSMUSG00000026098,803
ENSMUSG00000100763,804
ENSMUSG00000026097,805
ENSMUSG00000100679,806
ENSMUSG00000026096,807
ENSMUSG00000099913,808
ENSMUSG00000101838,809
ENSMUSG00000026095,810
ENSMUSG00000100267,811
ENSMUSG00000099450,812
ENSMUSG00000100069,813
ENSMUSG00000096141,814
ENSMUSG00000092657,815
ENSMUSG00000026094,816
ENSMUSG00000102405,817
ENSMUSG00000042807,818
ENSMUSG00000098443,819
ENSMUSG00000087949,820
ENSMUSG00000102868,821
ENSMUSG00000094013,822
ENSMUSG00000025983,823
ENSMUSG00000041303,824
ENSMUSG00000073678,825
ENSMUSG00000104136,826
ENSMUSG00000101130,827
ENSMUSG00000052331,828
ENSMUSG00000101674,829
ENSMUSG00000102503,830
ENSMUSG00000089245,831
ENSMUSG00000102642,832
ENSMUSG00000025982,833
ENSMUSG00000103030,834
ENSMUSG00000025981,835
ENSMUSG00000101122,836
ENSMUSG00000025980,837
ENSMUSG00000073676,838
ENSMUSG00000100736,839
ENSMUSG00000089670,840
ENSMUSG00000025979,841
ENSMUSG00000061863,842
ENSMUSG00000025978,843
ENSMUSG00000097649,844
ENSMUSG00000046994,845
ENSMUSG00000025977,846
ENSMUSG00000100030,847
ENSMUSG00000100215,848
ENSMUSG00000101945,849
ENSMUSG00000101085,850
ENSMUSG00000038349,851
ENSMUSG00000102145,852
ENSMUSG00000100309,853
ENSMUSG00000102831,854
ENSMUSG00000099950,855
ENSMUSG00000102491,856
ENSMUSG00000100372,857
ENSMUSG00000100944,858
ENSMUSG00000101332,859
ENSMUSG00000045336,860
ENSMUSG00000038331,861
ENSMUSG00000087022,862
ENSMUSG00000104310,863
ENSMUSG00000094128,864
ENSMUSG00000099945,865
ENSMUSG00000101429,866
ENSMUSG00000101129,867
ENSMUSG00000097519,868
ENSMUSG00000038323,869
ENSMUSG00000048495,870
ENSMUSG00000025971,871
ENSMUSG00000077776,872
ENSMUSG00000088353,873
ENSMUSG00000101826,874
ENSMUSG00000102685,875
ENSMUSG00000101151,876
ENSMUSG00000038305,877
ENSMUSG00000091283,878
ENSMUSG00000054770,879
ENSMUSG00000026039,880
ENSMUSG00000063558,881
ENSMUSG00000064294,882
ENSMUSG00000089275,883
ENSMUSG00000038242,884
ENSMUSG00000089822,885
ENSMUSG00000079554,886
ENSMUSG00000103839,887
ENSMUSG00000051223,888
ENSMUSG00000026034,889
ENSMUSG00000026035,890
ENSMUSG00000026036,891
ENSMUSG00000026037,892
ENSMUSG00000094245,893
ENSMUSG00000085054,894
ENSMUSG00000038174,895
ENSMUSG00000026032,896
ENSMUSG00000100202,897
ENSMUSG00000099490,898
ENSMUSG00000059647,899
ENSMUSG00000047528,900
ENSMUSG00000102059,901
ENSMUSG00000101046,902
ENSMUSG00000026031,903
ENSMUSG00000100236,904
ENSMUSG00000026029,905
ENSMUSG00000102719,906
ENSMUSG00000099719,907
ENSMUSG00000026028,908
ENSMUSG00000026027,909
ENSMUSG00000047383,910
ENSMUSG00000099752,911
ENSMUSG00000072295,912
ENSMUSG00000077616,913
ENSMUSG00000038079,914
ENSMUSG00000097573,915
ENSMUSG00000079550,916
ENSMUSG00000101586,917
ENSMUSG00000099563,918
ENSMUSG00000026024,919
ENSMUSG00000026023,920
ENSMUSG00000099922,921
ENSMUSG00000104502,922
ENSMUSG00000041075,923
ENSMUSG00000097819,924
ENSMUSG00000047361,925
ENSMUSG00000099811,926
ENSMUSG00000101409,927
ENSMUSG00000026021,928
ENSMUSG00000089276,929
ENSMUSG00000103821,930
ENSMUSG00000101400,931
ENSMUSG00000026020,932
ENSMUSG00000077345,933
ENSMUSG00000077358,934
ENSMUSG00000089512,935
ENSMUSG00000089093,936
ENSMUSG00000067336,937
ENSMUSG00000104052,938
ENSMUSG00000103131,939
ENSMUSG00000041040,940
ENSMUSG00000103696,941
ENSMUSG00000100901,942
ENSMUSG00000026018,943
ENSMUSG00000026019,944
ENSMUSG00000026017,945
ENSMUSG00000082609,946
ENSMUSG00000073664,947
ENSMUSG00000100516,948
ENSMUSG00000049439,949
ENSMUSG00000103822,950
ENSMUSG00000026782,951
ENSMUSG00000026014,952
ENSMUSG00000081562,953
ENSMUSG00000084400,954
ENSMUSG00000082160,955
ENSMUSG00000103215,956
ENSMUSG00000088973,957
ENSMUSG00000084151,958
ENSMUSG00000101188,959
ENSMUSG00000026012,960
ENSMUSG00000086795,961
ENSMUSG00000085965,962
ENSMUSG00000104069,963
ENSMUSG00000083118,964
ENSMUSG00000083355,965
ENSMUSG00000102549,966
ENSMUSG00000026011,967
ENSMUSG00000081382,968
ENSMUSG00000080800,969
ENSMUSG00000026009,970
ENSMUSG00000102561,971
ENSMUSG00000082804,972
ENSMUSG00000082661,973
ENSMUSG00000080785,974
ENSMUSG00000100893,975
ENSMUSG00000085248,976
ENSMUSG00000085447,977
ENSMUSG00000086408,978
ENSMUSG00000089546,979
ENSMUSG00000100965,980
ENSMUSG00000102168,981
ENSMUSG00000100381,982
ENSMUSG00000086009,983
ENSMUSG00000052062,984
ENSMUSG00000103656,985
ENSMUSG00000104402,986
ENSMUSG00000104081,987
ENSMUSG00000085842,988
ENSMUSG00000103002,989
ENSMUSG00000100344,990
ENSMUSG00000101509,991
ENSMUSG00000085019,992
ENSMUSG00000102359,993
ENSMUSG00000085400,994
ENSMUSG00000100750,995
ENSMUSG00000081950,996
ENSMUSG00000084333,997
ENSMUSG00000025969,998
